,Survived,Pclass,Sex,SibSp,Fare,Embarked,Deck,Title,port_sex,Age_bin,FamilySize,Ticket_freq
533,1,3,1,0,22,1,8,3,113,3,437,3
534,0,3,1,0,8,0,8,2,293,5,790,1
535,1,2,1,0,26,0,8,2,293,0,437,3
536,0,1,0,0,26,0,2,5,623,8,790,1
537,1,1,1,0,106,1,8,2,113,5,790,3
538,0,3,0,0,14,0,8,1,623,0,790,2
539,1,1,1,0,49,1,2,2,113,2,437,1
540,1,1,1,0,71,0,2,2,293,7,437,2
541,0,3,1,4,31,0,8,2,293,0,35,7
542,0,3,1,4,31,0,8,2,293,0,35,7
543,1,2,0,1,26,0,8,1,623,6,437,2
544,0,1,0,1,106,1,3,1,157,9,437,3
545,0,1,0,0,26,0,8,1,623,9,790,1
546,1,2,1,1,26,0,8,3,293,1,437,2
547,1,2,0,0,13,1,8,1,157,8,790,1
548,0,3,0,1,20,0,8,1,623,6,437,3
549,1,2,0,1,36,0,8,4,623,0,437,4
550,1,1,0,0,110,1,3,1,157,1,437,4
551,0,2,0,0,26,0,8,1,623,4,790,2
552,0,3,0,0,7,2,8,1,63,6,790,1
553,1,3,0,0,7,1,8,1,157,2,790,1
554,1,3,1,0,7,0,8,2,293,2,790,1
555,0,1,0,0,26,0,8,1,623,9,790,1
556,1,1,1,1,39,1,1,5,113,9,437,1
557,0,1,0,0,227,1,8,1,157,7,790,5
558,1,1,1,1,79,0,5,3,293,7,437,3
559,1,3,1,1,17,0,8,3,293,7,437,2
560,0,3,0,0,7,2,8,1,63,3,790,1
561,0,3,0,0,7,0,8,1,623,7,790,1
562,0,2,0,0,13,0,8,1,623,5,790,1
563,0,3,0,0,8,0,8,1,623,1,790,1
564,0,3,1,0,8,0,8,2,293,7,790,1
565,0,3,0,2,24,0,8,1,623,3,437,3
566,0,3,0,0,7,0,8,1,623,1,790,1
567,0,3,1,0,21,0,8,3,293,5,47,5
568,0,3,0,0,7,1,8,1,157,6,790,1
569,1,3,0,0,7,0,8,1,623,6,790,1
570,1,2,0,0,10,0,8,1,623,9,790,1
571,1,1,1,2,51,0,3,3,293,9,437,2
572,1,1,0,0,26,0,5,1,623,7,790,1
573,1,3,1,0,7,2,8,2,60,2,790,1
574,0,3,0,0,8,0,8,1,623,1,790,1
575,0,3,0,0,14,0,8,1,623,1,790,2
576,1,2,1,0,13,0,8,2,293,6,790,1
577,1,1,1,1,55,0,5,3,293,7,437,2
578,0,3,1,1,14,1,8,3,113,5,437,2
579,1,3,0,0,7,0,8,1,623,6,790,1
580,1,2,1,1,30,0,8,2,293,4,437,2
581,1,1,1,1,110,1,3,3,113,7,437,4
582,0,2,0,0,26,0,8,1,623,9,790,2
583,0,1,0,0,40,1,1,1,157,7,790,1
584,0,3,0,0,8,1,8,1,157,4,790,1
585,1,1,1,0,79,0,5,2,293,1,437,3
586,0,2,0,0,15,0,8,1,623,8,790,1
587,1,1,0,1,79,1,2,1,157,9,437,2
588,0,3,0,0,8,0,8,1,623,2,790,1
589,0,3,0,0,8,0,8,1,623,5,790,1
590,0,3,0,0,7,0,8,1,623,6,790,1
591,1,1,1,1,78,1,4,3,113,9,437,2
592,0,3,0,0,7,0,8,1,623,8,790,1
593,0,3,1,0,7,2,8,2,60,1,437,1
594,0,2,0,1,26,0,8,1,623,7,437,2
595,0,3,0,1,24,0,8,1,623,7,437,3
596,1,2,1,0,33,0,8,2,293,2,790,3
597,0,3,0,0,0,0,8,1,623,9,790,4
598,0,3,0,0,7,1,8,1,157,3,790,1
599,1,1,0,1,56,1,1,5,157,9,437,2
600,1,2,1,2,27,0,8,3,293,3,437,2
601,0,3,0,0,7,0,8,1,623,1,790,1
602,0,1,0,0,42,0,8,1,623,1,790,2
603,0,3,0,0,8,0,8,1,623,8,790,1
604,1,1,0,0,26,1,8,1,157,6,790,1
605,0,3,0,1,15,0,8,1,623,7,437,2
606,0,3,0,0,7,0,8,1,623,5,790,1
607,1,1,0,0,30,0,8,1,623,4,790,1
608,1,2,1,1,41,1,8,3,113,2,437,4
609,1,1,1,0,153,0,3,2,293,8,790,3
610,0,3,1,1,31,0,8,3,293,7,35,7
611,0,3,0,0,7,0,8,1,623,5,790,1
612,1,3,1,1,15,2,8,2,60,1,437,2
613,0,3,0,0,7,2,8,1,63,0,790,1
614,0,3,0,0,8,0,8,1,623,6,790,1
615,1,2,1,1,65,0,8,2,293,3,437,5
616,0,3,0,1,14,0,8,1,623,6,437,3
617,0,3,1,1,16,0,8,3,293,4,437,2
618,1,2,1,2,39,0,6,2,293,0,437,4
619,0,2,0,0,10,0,8,1,623,4,790,1
620,0,3,0,1,14,1,8,1,157,4,437,2
621,1,1,0,1,52,0,4,1,623,8,437,2
622,1,3,0,1,15,1,8,1,157,2,437,3
623,0,3,0,0,7,0,8,1,623,2,790,1
624,0,3,0,0,16,0,8,1,623,2,790,2
625,0,1,0,0,32,0,4,1,623,9,790,1
626,0,2,0,0,12,2,8,5,63,9,790,1
627,1,1,1,0,77,0,4,2,293,2,790,3
628,0,3,0,0,7,0,8,1,623,4,790,1
629,0,3,0,0,7,2,8,1,63,5,790,1
630,1,1,0,0,30,0,1,1,623,9,790,1
631,0,3,0,0,7,0,8,1,623,9,790,1
632,1,1,0,0,30,1,2,5,157,6,790,1
633,0,1,0,0,0,0,8,1,623,7,790,1
634,0,3,1,3,27,0,8,2,293,0,47,6
635,1,2,1,0,13,0,8,2,293,5,790,1
636,0,3,0,0,7,0,8,1,623,6,790,1
637,0,2,0,1,26,0,8,1,623,5,437,3
638,0,3,1,0,39,0,8,3,293,8,47,7
639,0,3,0,1,16,0,8,1,623,7,437,2
640,0,3,0,0,7,0,8,1,623,2,790,1
641,1,1,1,0,69,1,2,2,113,3,790,2
642,0,3,1,3,27,0,8,2,293,0,47,6
643,1,3,0,0,56,0,8,1,623,1,790,8
644,1,3,1,2,19,1,8,2,113,0,437,4
645,1,1,0,1,76,1,4,1,157,9,437,3
646,0,3,0,0,7,0,8,1,623,1,790,1
647,1,1,0,0,35,1,1,5,157,9,790,1
648,0,3,0,0,7,0,8,1,623,2,790,1
649,1,3,1,0,7,0,8,2,293,3,790,1
650,0,3,0,0,7,0,8,1,623,1,790,1
651,1,2,1,0,23,0,8,2,293,1,437,2
652,0,3,0,0,8,0,8,1,623,2,790,1
653,1,3,1,0,7,2,8,2,60,5,790,1
654,0,3,1,0,6,2,8,2,60,1,790,1
655,0,2,0,2,73,0,8,1,623,3,437,7
656,0,3,0,0,7,0,8,1,623,3,790,1
657,0,3,1,1,15,2,8,3,60,6,437,2
658,0,2,0,0,13,0,8,1,623,3,790,1
659,0,1,0,0,113,1,4,1,157,9,437,3
660,1,1,0,2,133,0,8,5,623,9,437,2
661,0,3,0,0,7,1,8,1,157,8,790,1
662,0,1,0,0,25,0,5,1,623,8,790,1
663,0,3,0,0,7,0,8,1,623,7,790,1
664,1,3,0,1,7,0,8,1,623,2,437,1
665,0,2,0,2,73,0,8,1,623,6,437,7
666,0,2,0,0,13,0,8,1,623,4,790,1
667,0,3,0,0,7,0,8,1,623,8,790,1
668,0,3,0,0,8,0,8,1,623,8,790,1
669,1,1,1,1,52,0,3,3,293,1,437,2
670,1,2,1,1,39,0,8,3,293,8,437,3
671,0,1,0,1,52,0,2,1,623,5,437,2
672,0,2,0,0,10,0,8,1,623,9,790,1
673,1,2,0,0,13,0,8,1,623,5,790,1
674,0,2,0,0,0,0,8,1,623,2,790,1
675,0,3,0,0,7,0,8,1,623,1,790,1
676,0,3,0,0,8,0,8,1,623,3,790,1
677,1,3,1,0,9,0,8,2,293,1,790,1
678,0,3,1,1,46,0,8,3,293,8,35,8
679,1,1,0,0,512,1,2,1,157,7,437,4
680,0,3,1,0,8,2,8,2,60,6,790,1
681,1,1,0,0,76,1,4,1,157,4,790,3
682,0,3,0,0,9,0,8,1,623,2,790,1
683,0,3,0,5,46,0,8,1,623,0,35,8
684,0,2,0,1,39,0,8,1,623,9,437,3
685,0,2,0,1,41,1,8,1,157,4,437,4
686,0,3,0,4,39,0,8,1,623,0,47,7
687,0,3,0,0,10,0,8,1,623,1,790,1
688,0,3,0,0,7,0,8,1,623,1,790,1
689,1,1,1,0,211,0,2,2,293,0,437,4
690,1,1,0,1,57,0,2,1,623,5,437,2
691,1,3,1,0,13,1,8,2,113,0,437,2
692,1,3,0,0,56,0,8,1,623,8,790,8
693,0,3,0,0,7,1,8,1,157,4,790,1
694,0,1,0,0,26,0,8,5,623,9,790,1
695,0,2,0,0,13,0,8,1,623,9,790,1
696,0,3,0,0,8,0,8,1,623,8,790,1
697,1,3,1,0,7,2,8,2,60,5,790,1
698,0,1,0,1,110,1,3,1,157,9,437,4
699,0,3,0,0,7,0,6,1,623,8,790,1
700,1,1,1,1,227,1,3,3,113,1,437,5
701,1,1,0,0,26,0,5,1,623,6,790,1
702,0,3,1,0,14,1,8,2,113,1,437,2
703,0,3,0,0,7,2,8,1,63,4,790,1
704,0,3,0,1,7,0,8,1,623,4,437,1
705,0,2,0,0,26,0,8,1,623,7,790,2
706,1,2,1,0,13,0,8,3,293,8,790,1
707,1,1,0,0,26,0,5,1,623,8,790,1
708,1,1,1,0,151,0,8,2,293,2,790,6
709,1,3,0,1,15,1,8,4,157,4,437,3
710,1,1,1,0,49,1,3,2,113,3,790,1
711,0,1,0,0,26,0,3,1,623,2,790,1
712,1,1,0,1,52,0,3,1,623,9,437,2
713,0,3,0,0,9,0,8,1,623,5,790,1
714,0,2,0,0,13,0,8,1,623,9,790,2
715,0,3,0,0,7,0,6,1,623,1,790,1
716,1,1,1,0,227,1,3,2,113,7,790,5
717,1,2,1,0,10,0,5,2,293,4,790,1
718,0,3,0,0,15,2,8,1,63,2,790,2
719,0,3,0,0,7,0,8,1,623,6,790,1
720,1,2,1,0,33,0,8,2,293,0,437,3
721,0,3,0,1,7,0,8,1,623,1,437,1
722,0,2,0,0,13,0,8,1,623,6,790,1
723,0,2,0,0,13,0,8,1,623,9,790,1
724,1,1,0,1,53,0,5,1,623,4,437,2
725,0,3,0,0,8,0,8,1,623,2,790,1
726,1,2,1,3,21,0,8,3,293,5,437,2
727,1,3,1,0,7,2,8,2,60,7,790,1
728,0,2,0,1,26,0,8,1,623,4,437,2
729,0,3,1,1,7,0,8,2,293,4,437,1
730,1,1,1,0,211,0,2,2,293,5,790,4
731,0,3,0,0,18,1,8,1,157,0,790,2
732,0,2,0,0,0,0,8,1,623,1,790,1
733,0,2,0,0,13,0,8,1,623,3,790,1
734,0,2,0,0,13,0,8,1,623,3,790,1
735,0,3,0,0,16,0,8,1,623,5,790,2
736,0,3,1,1,34,0,8,3,293,9,47,5
737,1,1,0,0,512,1,2,1,157,6,790,4
738,0,3,0,0,7,0,8,1,623,3,790,1
739,0,3,0,0,7,0,8,1,623,7,790,1
740,1,1,0,0,30,0,4,1,623,7,790,1
741,0,1,0,1,78,0,3,1,623,7,437,3
742,1,1,1,2,262,1,2,2,113,2,47,7
743,0,3,0,1,16,0,8,1,623,3,437,2
744,1,3,0,0,7,0,8,1,623,5,790,1
745,0,1,0,1,71,0,2,5,623,9,437,2
746,0,3,0,1,20,0,8,1,623,1,437,3
747,1,2,1,0,13,0,8,2,293,5,790,1
748,0,1,0,1,53,0,4,1,623,1,437,2
749,0,3,0,0,7,2,8,1,63,6,790,1
750,1,2,1,1,23,0,8,2,293,0,437,3
751,1,3,0,0,12,0,5,4,623,0,437,2
752,0,3,0,0,9,0,8,1,623,6,790,1
753,0,3,0,0,7,0,8,1,623,3,790,1
754,1,2,1,1,65,0,8,3,293,9,437,5
755,1,2,0,1,14,0,8,4,623,0,437,2
756,0,3,0,0,7,0,8,1,623,5,790,1
757,0,2,0,0,11,0,8,1,623,1,790,1
758,0,3,0,0,8,0,8,1,623,6,790,1
759,1,1,1,0,86,0,2,5,293,6,790,3
760,0,3,0,0,14,0,8,1,623,7,790,2
761,0,3,0,0,7,0,8,1,623,8,790,1
762,1,3,0,0,7,1,8,1,157,2,790,1
763,1,1,1,1,120,0,2,3,293,7,437,4
764,0,3,0,0,7,0,8,1,623,1,790,1
765,1,1,1,1,77,0,4,3,293,9,437,3
766,0,1,0,0,39,1,8,5,157,8,790,1
767,0,3,1,0,7,2,8,2,60,5,790,1
768,0,3,0,1,24,2,8,1,63,6,437,3
769,0,3,0,0,8,0,8,1,623,6,790,1
770,0,3,0,0,9,0,8,1,623,3,790,1
771,0,3,0,0,7,0,8,1,623,9,790,1
772,0,2,1,0,10,0,5,3,293,9,790,2
773,0,3,0,0,7,1,8,1,157,1,790,1
774,1,2,1,1,23,0,8,3,293,9,47,2
775,0,3,0,0,7,0,8,1,623,1,790,1
776,0,3,0,0,7,2,6,1,63,3,790,1
777,1,3,1,0,12,0,8,2,293,0,790,2
778,0,3,0,0,7,2,8,1,63,7,790,1
779,1,1,1,0,211,0,2,3,293,8,437,4
780,1,3,1,0,7,1,8,2,113,0,790,1
781,1,1,1,1,57,0,2,3,293,1,437,2
782,0,1,0,0,30,0,4,1,623,5,790,1
783,0,3,0,1,23,0,8,1,623,2,437,4
784,0,3,0,0,7,0,8,1,623,4,790,1
785,0,3,0,0,7,0,8,1,623,4,790,1
786,1,3,1,0,7,0,8,2,293,1,790,1
787,0,3,0,4,29,2,8,4,63,0,47,6
788,1,3,0,1,20,0,8,4,623,0,437,4
789,0,1,0,0,79,1,2,1,157,8,790,2
790,0,3,0,0,7,2,8,1,63,1,790,1
791,0,2,0,0,26,0,8,1,623,1,790,2
792,0,3,1,8,69,0,8,2,293,5,35,11
793,0,1,0,0,30,1,8,1,157,5,790,1
794,0,3,0,0,7,0,8,1,623,4,790,1
795,0,2,0,0,13,0,8,1,623,7,790,1
796,1,1,1,0,25,0,4,5,293,9,790,1
797,1,3,1,0,8,0,8,3,293,6,790,1
798,0,3,0,0,7,1,8,1,157,5,790,1
799,0,3,1,1,24,0,8,3,293,5,437,3
800,0,2,0,0,13,0,8,1,623,6,790,2
801,1,2,1,1,26,0,8,3,293,6,437,3
802,1,1,0,1,120,0,2,4,623,0,437,4
803,1,3,0,0,8,1,8,4,157,0,437,2
804,1,3,0,0,6,0,8,1,623,4,790,1
805,0,3,0,0,7,0,8,1,623,6,790,1
806,0,1,0,0,0,0,1,1,623,7,790,1
807,0,3,1,0,7,0,8,2,293,1,790,1
808,0,2,0,0,13,0,8,1,623,7,790,1
809,1,1,1,1,53,0,5,3,293,6,437,2
810,0,3,0,0,7,0,8,1,623,4,790,1
811,0,3,0,0,24,0,8,1,623,7,790,3
812,0,2,0,0,10,0,8,1,623,6,790,1
813,0,3,1,4,31,0,8,2,293,0,35,7
814,0,3,0,0,8,0,8,1,623,5,790,1
815,0,1,0,0,0,0,2,1,623,5,790,2
816,0,3,1,0,7,0,8,2,293,3,790,1
817,0,2,0,1,37,1,8,1,157,6,437,3
818,0,3,0,0,6,0,8,1,623,8,790,1
819,0,3,0,3,27,0,8,4,623,0,47,6
820,1,1,1,1,93,0,2,3,293,9,437,4
821,1,3,0,0,8,0,8,1,623,4,790,1
822,0,1,0,0,0,0,8,5,623,7,790,1
823,1,3,1,0,12,0,5,3,293,4,437,2
824,0,3,0,4,39,0,8,4,623,0,47,7
825,0,3,0,0,6,2,8,1,63,2,790,1
826,0,3,0,0,56,0,8,1,623,5,790,8
827,1,2,0,0,37,1,8,4,157,0,437,3
828,1,3,0,0,7,2,8,1,63,2,790,1
829,1,1,1,0,80,0,2,3,293,9,790,2
830,1,3,1,1,14,1,8,3,113,0,437,2
831,1,2,0,1,18,0,8,4,623,0,437,3
832,0,3,0,0,7,1,8,1,157,0,790,1
833,0,3,0,0,7,0,8,1,623,3,790,1
834,0,3,0,0,8,0,8,1,623,1,790,1
835,1,1,1,1,83,1,5,2,113,7,437,3
836,0,3,0,0,8,0,8,1,623,2,790,1
837,0,3,0,0,8,0,8,1,623,5,790,1
838,1,3,0,0,56,0,8,1,623,6,790,8
839,1,1,0,0,29,1,3,1,157,7,790,1
840,0,3,0,0,7,0,8,1,623,2,790,1
841,0,2,0,0,10,0,8,1,623,1,790,2
842,1,1,1,0,31,1,8,2,113,5,790,2
843,0,3,0,0,6,1,8,1,157,6,790,1
844,0,3,0,0,8,0,8,1,623,1,790,1
845,0,3,0,0,7,0,8,1,623,8,790,1
846,0,3,0,8,69,0,8,1,623,8,35,11
847,0,3,0,0,7,1,8,1,157,6,790,1
848,0,2,0,0,33,0,8,5,623,5,437,3
849,1,1,1,1,89,1,3,3,113,4,437,2
850,0,3,0,4,31,0,8,4,623,0,35,7
851,0,3,0,0,7,0,8,1,623,9,790,1
852,0,3,1,1,15,1,8,2,113,0,437,3
853,1,1,1,0,39,0,4,2,293,1,437,2
854,0,2,1,1,26,0,8,3,293,8,437,2
855,1,3,1,0,9,0,8,3,293,1,437,2
856,1,1,1,1,164,0,8,3,293,8,437,4
857,1,1,0,0,26,0,5,1,623,9,790,1
858,1,3,1,0,19,1,8,3,113,3,437,4
859,0,3,0,0,7,1,8,1,157,6,790,1
860,0,3,0,2,14,0,8,1,623,8,437,2
861,0,2,0,1,11,0,8,1,623,2,437,1
862,1,1,1,0,25,0,4,3,293,9,790,1
863,0,3,1,8,69,0,8,2,293,6,35,11
864,0,2,0,0,13,0,8,1,623,3,790,1
865,1,2,1,0,13,0,8,3,293,8,790,1
866,1,2,1,1,13,1,8,2,113,4,437,1
867,0,1,0,0,50,0,1,1,623,6,790,1
868,0,3,0,0,9,0,8,1,623,4,790,1
869,1,3,0,1,11,0,8,4,623,0,437,3
870,0,3,0,0,7,0,8,1,623,4,790,1
871,1,1,1,1,52,0,4,3,293,8,437,2
872,0,1,0,0,5,0,2,1,623,6,790,1
873,0,3,0,0,9,0,8,1,623,8,790,1
874,1,2,1,1,24,1,8,3,113,5,437,2
875,1,3,1,0,7,1,8,2,113,0,790,1
876,0,3,0,0,9,0,8,1,623,2,790,2
877,0,3,0,0,7,0,8,1,623,1,790,1
878,0,3,0,0,7,0,8,1,623,4,790,1
879,1,1,1,0,83,1,3,3,113,9,437,3
880,1,2,1,0,26,0,8,3,293,4,437,2
881,0,3,0,0,7,0,8,1,623,6,790,1
882,0,3,1,0,10,0,8,2,293,2,790,1
883,0,2,0,0,10,0,8,1,623,5,790,1
884,0,3,0,0,7,0,8,1,623,4,790,1
885,0,3,1,0,29,2,8,3,60,7,47,6
886,0,2,0,0,13,0,8,5,623,4,790,1
887,1,1,1,0,30,0,2,2,293,2,790,1
888,0,3,1,1,23,0,8,2,293,1,437,4
889,1,1,0,0,30,1,3,1,157,4,790,1
890,0,3,0,0,7,2,8,1,63,6,790,1
