Unnamed: 0,Pclass,Sex,SibSp,Fare,Embarked,Deck,Title,port_sex,Age_bin,FamilySize,Ticket_freq
47,3,1,0,7,2,8,2,60,7,790,1
32,3,1,0,7,2,8,2,60,2,790,1
200,3,0,0,9,0,8,1,623,4,790,1
134,2,0,0,13,0,8,1,623,3,790,1
27,1,0,3,263,0,3,1,623,1,47,6
847,3,0,0,7,1,8,1,157,6,790,1
230,1,1,1,83,0,3,3,293,6,437,2
489,3,0,1,15,0,8,4,623,0,437,3
378,3,0,0,4,1,8,1,157,2,790,1
288,2,0,0,13,0,8,1,623,8,790,1
418,2,0,0,13,0,8,1,623,5,790,1
674,2,0,0,0,0,8,1,623,2,790,1
391,3,0,0,7,0,8,1,623,2,790,1
592,3,0,0,7,0,8,1,623,8,790,1
498,1,1,1,151,0,3,3,293,3,437,6
138,3,0,0,9,0,8,1,623,0,790,2
62,1,0,1,83,0,3,1,623,8,437,2
471,3,0,0,8,0,8,1,623,7,790,1
647,1,0,0,35,1,1,5,157,9,790,1
128,3,1,1,22,1,6,2,113,0,437,3
867,1,0,0,50,0,1,1,623,6,790,1
520,1,1,0,93,0,2,2,293,5,790,4
64,1,0,0,27,1,8,1,157,6,790,1
14,3,1,0,7,0,8,2,293,0,790,1
156,3,1,0,7,2,8,2,60,0,790,1
40,3,1,1,9,0,8,3,293,7,437,1
492,1,0,0,30,0,3,1,623,9,790,1
379,3,0,0,7,0,8,1,623,1,790,1
187,1,0,0,26,0,8,1,623,8,790,1
763,1,1,1,120,0,2,3,293,7,437,4
216,3,1,0,7,0,8,2,293,4,790,1
52,1,1,1,76,1,4,3,113,9,437,3
337,1,1,0,134,1,5,2,113,8,790,5
748,1,0,1,53,0,4,1,623,1,437,2
719,3,0,0,7,0,8,1,623,6,790,1
724,1,0,1,53,0,5,1,623,4,437,2
295,1,0,0,27,1,8,1,157,3,790,1
701,1,0,0,26,0,5,1,623,6,790,1
251,3,1,1,10,0,7,3,293,5,437,2
726,2,1,3,21,0,8,3,293,5,437,2
461,3,0,0,8,0,8,1,623,6,790,1
455,3,0,0,7,1,8,1,157,5,790,1
887,1,1,0,30,0,2,2,293,2,790,1
269,1,1,0,135,0,3,2,293,6,790,4
201,3,0,8,69,0,8,1,623,1,35,11
161,2,1,0,15,0,8,3,293,7,790,2
555,1,0,0,26,0,8,1,623,9,790,1
729,3,1,1,7,0,8,2,293,4,437,1
401,3,0,0,8,0,8,1,623,4,790,1
702,3,1,0,14,1,8,2,113,1,437,2
476,2,0,1,21,0,8,1,623,6,437,2
771,3,0,0,7,0,8,1,623,9,790,1
105,3,0,0,7,0,8,1,623,4,790,1
565,3,0,2,24,0,8,1,623,3,437,3
389,2,1,0,12,1,8,2,113,1,790,1
1,1,1,1,71,1,3,3,113,7,437,2
832,3,0,0,7,1,8,1,157,0,790,1
561,3,0,0,7,0,8,1,623,7,790,1
80,3,0,0,9,0,8,1,623,2,790,1
205,3,1,0,10,0,7,2,293,0,437,2
34,1,0,1,82,1,8,1,157,4,437,2
775,3,0,0,7,0,8,1,623,1,790,1
508,3,0,0,22,0,8,1,623,5,790,3
427,2,1,0,26,0,8,2,293,1,790,2
454,3,0,0,8,0,8,1,623,2,790,1
366,1,1,1,75,1,4,3,113,9,437,2
91,3,0,0,7,0,8,1,623,2,790,1
339,1,0,0,35,0,0,1,623,8,790,1
564,3,1,0,8,0,8,2,293,7,790,1
345,2,1,0,13,0,6,2,293,3,790,1
776,3,0,0,7,2,6,1,63,3,790,1
241,3,1,1,15,2,8,2,60,0,437,2
13,3,0,1,31,0,8,1,623,7,35,7
315,3,1,0,7,0,8,2,293,4,790,1
600,2,1,2,27,0,8,3,293,3,437,2
387,2,1,0,13,0,8,2,293,7,790,1
273,1,0,0,29,1,3,1,157,7,437,1
166,1,1,0,55,0,5,3,293,6,437,2
883,2,0,0,10,0,8,1,623,5,790,1
646,3,0,0,7,0,8,1,623,1,790,1
818,3,0,0,6,0,8,1,623,8,790,1
484,1,0,1,91,1,2,1,157,3,437,2
873,3,0,0,9,0,8,1,623,8,790,1
504,1,1,0,86,0,2,2,293,1,790,3
831,2,0,1,18,0,8,4,623,0,437,3
243,3,0,0,7,0,8,1,623,2,790,1
566,3,0,0,7,0,8,1,623,1,790,1
562,2,0,0,13,0,8,1,623,5,790,1
686,3,0,4,39,0,8,1,623,0,47,7
189,3,0,0,7,0,8,1,623,7,790,1
782,1,0,0,30,0,4,1,623,5,790,1
699,3,0,0,7,0,6,1,623,8,790,1
475,1,0,0,52,0,1,1,623,5,790,2
681,1,0,0,76,1,4,1,157,4,790,3
510,3,0,0,7,2,8,1,63,5,790,1
58,2,1,1,27,0,8,2,293,0,437,4
474,3,1,0,9,0,8,2,293,2,790,1
560,3,0,0,7,2,8,1,63,3,790,1
747,2,1,0,13,0,8,2,293,5,790,1
252,1,0,0,26,0,3,1,623,9,790,1
21,2,0,0,13,0,4,1,623,6,790,1
313,3,0,0,7,0,8,1,623,4,790,1
459,3,0,0,7,2,8,1,63,2,790,1
160,3,0,0,16,0,8,1,623,8,437,2
276,3,1,0,7,0,8,2,293,8,790,1
191,2,0,0,13,0,8,1,623,1,790,1
385,2,0,0,73,0,8,1,623,1,790,7
805,3,0,0,7,0,8,1,623,6,790,1
413,2,0,0,0,0,8,1,623,4,790,3
491,3,0,0,7,0,8,1,623,2,790,1
343,2,0,0,13,0,8,1,623,3,790,1
769,3,0,0,8,0,8,1,623,6,790,1
308,2,0,1,24,1,8,1,157,5,437,2
661,3,0,0,7,1,8,1,157,8,790,1
130,3,0,0,7,1,8,1,157,6,790,1
663,3,0,0,7,0,8,1,623,7,790,1
871,1,1,1,52,0,4,3,293,8,437,2
99,2,0,1,26,0,8,1,623,6,437,2
372,3,0,0,8,0,8,1,623,1,790,1
87,3,0,0,8,0,8,1,623,4,790,1
458,2,1,0,10,0,8,2,293,9,790,1
330,3,1,2,23,2,8,2,60,7,437,3
214,3,0,1,7,2,8,1,63,1,437,1
466,2,0,0,0,0,8,1,623,8,790,3
121,3,0,0,8,0,8,1,623,4,790,1
614,3,0,0,8,0,8,1,623,6,790,1
20,2,0,0,26,0,8,1,623,6,790,2
700,1,1,1,227,1,3,3,113,1,437,5
71,3,1,5,46,0,8,2,293,0,35,8
106,3,1,0,7,0,8,2,293,2,790,1
270,1,0,0,31,0,8,1,623,2,790,2
860,3,0,2,14,0,8,1,623,8,437,2
435,1,1,1,120,0,2,2,293,0,437,4
102,1,0,0,77,0,4,1,623,2,437,2
